molecule_name,atom_index,mulliken_charge
dsgdb9nsd_000039,0,-0.377162
dsgdb9nsd_000039,1,-0.141333
dsgdb9nsd_000039,2,-0.141332
dsgdb9nsd_000039,3,-0.377163
dsgdb9nsd_000039,4,0.112295
dsgdb9nsd_000039,5,0.112283
dsgdb9nsd_000039,6,0.109536
dsgdb9nsd_000039,7,0.09219
dsgdb9nsd_000039,8,0.09219
dsgdb9nsd_000039,9,0.09219
dsgdb9nsd_000039,10,0.09219
dsgdb9nsd_000039,11,0.112283
dsgdb9nsd_000039,12,0.112295
dsgdb9nsd_000039,13,0.109537
dsgdb9nsd_000040,0,-0.382505
dsgdb9nsd_000040,1,-0.150133
dsgdb9nsd_000040,2,-0.049341
dsgdb9nsd_000040,3,-0.421745
dsgdb9nsd_000040,4,0.116894
dsgdb9nsd_000040,5,0.11449
dsgdb9nsd_000040,6,0.114496
dsgdb9nsd_000040,7,0.105745
dsgdb9nsd_000040,8,0.105757
dsgdb9nsd_000040,9,0.081071
dsgdb9nsd_000040,10,0.081075
dsgdb9nsd_000040,11,0.284196
dsgdb9nsd_000044,0,-0.409135
dsgdb9nsd_000044,1,0.120724
dsgdb9nsd_000044,2,-0.170075
dsgdb9nsd_000044,3,-0.233116
dsgdb9nsd_000044,4,0.126851
dsgdb9nsd_000044,5,0.121174
dsgdb9nsd_000044,6,0.129656
dsgdb9nsd_000044,7,0.090042
dsgdb9nsd_000044,8,0.11283
dsgdb9nsd_000044,9,0.111048
dsgdb9nsd_000046,0,-0.422413
dsgdb9nsd_000046,1,0.175616
dsgdb9nsd_000046,2,-0.29637
dsgdb9nsd_000046,3,-0.296382
dsgdb9nsd_000046,4,0.281172
dsgdb9nsd_000046,5,0.107916
dsgdb9nsd_000046,6,0.116753
dsgdb9nsd_000046,7,0.108479
dsgdb9nsd_000046,8,0.108476
dsgdb9nsd_000046,9,0.116755
dsgdb9nsd_000047,0,-0.191983
dsgdb9nsd_000047,1,-0.191983
dsgdb9nsd_000047,2,-0.191983
dsgdb9nsd_000047,3,-0.191983
dsgdb9nsd_000047,4,0.099233
dsgdb9nsd_000047,5,0.09275
dsgdb9nsd_000047,6,0.099233
dsgdb9nsd_000047,7,0.09275
dsgdb9nsd_000047,8,0.09275
dsgdb9nsd_000047,9,0.099233
dsgdb9nsd_000047,10,0.09275
dsgdb9nsd_000047,11,0.099233
dsgdb9nsd_000049,0,-0.465668
dsgdb9nsd_000049,1,0.372315
dsgdb9nsd_000049,2,-0.456563
dsgdb9nsd_000049,3,-0.157798
dsgdb9nsd_000049,4,-0.402673
dsgdb9nsd_000049,5,0.147442
dsgdb9nsd_000049,6,0.1481
dsgdb9nsd_000049,7,0.116076
dsgdb9nsd_000049,8,0.128342
dsgdb9nsd_000049,9,0.137501
dsgdb9nsd_000049,10,0.128327
dsgdb9nsd_000049,11,0.3046
dsgdb9nsd_000050,0,-0.214431
dsgdb9nsd_000050,1,-0.088833
dsgdb9nsd_000050,2,-0.136445
dsgdb9nsd_000050,3,-0.136444
dsgdb9nsd_000050,4,-0.088832
dsgdb9nsd_000050,5,0.260046
dsgdb9nsd_000050,6,0.112688
dsgdb9nsd_000050,7,0.089782
dsgdb9nsd_000050,8,0.089782
dsgdb9nsd_000050,9,0.112688
dsgdb9nsd_000051,0,-0.225464
dsgdb9nsd_000051,1,-0.103646
dsgdb9nsd_000051,2,-0.073373
dsgdb9nsd_000051,3,-0.248011
dsgdb9nsd_000051,4,0.019511
dsgdb9nsd_000051,5,0.266773
dsgdb9nsd_000051,6,0.127169
dsgdb9nsd_000051,7,0.108019
dsgdb9nsd_000051,8,0.129022
dsgdb9nsd_000052,0,-0.133897
dsgdb9nsd_000052,1,0.001573
dsgdb9nsd_000052,2,-0.177809
dsgdb9nsd_000052,3,-0.177808
dsgdb9nsd_000052,4,0.001572
dsgdb9nsd_000052,5,0.133394
dsgdb9nsd_000052,6,0.10979
dsgdb9nsd_000052,7,0.10979
dsgdb9nsd_000052,8,0.133394
dsgdb9nsd_000053,0,-0.136277
dsgdb9nsd_000053,1,-0.026165
dsgdb9nsd_000053,2,-0.10193
dsgdb9nsd_000053,3,-0.253694
dsgdb9nsd_000053,4,0.087025
dsgdb9nsd_000053,5,0.149009
dsgdb9nsd_000053,6,0.128482
dsgdb9nsd_000053,7,0.153549
dsgdb9nsd_000055,0,-0.402112
dsgdb9nsd_000055,1,0.360402
dsgdb9nsd_000055,2,-0.402113
dsgdb9nsd_000055,3,-0.37973
dsgdb9nsd_000055,4,-0.457482
dsgdb9nsd_000055,5,0.099375
dsgdb9nsd_000055,6,0.120148
dsgdb9nsd_000055,7,0.111874
dsgdb9nsd_000055,8,0.111873
dsgdb9nsd_000055,9,0.120148
dsgdb9nsd_000055,10,0.099376
dsgdb9nsd_000055,11,0.118795
dsgdb9nsd_000055,12,0.118794
dsgdb9nsd_000055,13,0.108407
dsgdb9nsd_000055,14,0.272245
dsgdb9nsd_000056,0,-0.479114
dsgdb9nsd_000056,1,0.268536
dsgdb9nsd_000056,2,-0.268776
dsgdb9nsd_000056,3,0.259093
dsgdb9nsd_000056,4,-0.444413
dsgdb9nsd_000056,5,0.150297
dsgdb9nsd_000056,6,0.150217
dsgdb9nsd_000056,7,0.146239
dsgdb9nsd_000056,8,0.217922
dsgdb9nsd_000057,0,-0.48015
dsgdb9nsd_000057,1,0.312774
dsgdb9nsd_000057,2,-0.244595
dsgdb9nsd_000057,3,0.209217
dsgdb9nsd_000057,4,-0.292368
dsgdb9nsd_000057,5,0.1672
dsgdb9nsd_000057,6,0.167209
dsgdb9nsd_000057,7,0.160713
dsgdb9nsd_000059,0,-0.519784
dsgdb9nsd_000059,1,0.29045
dsgdb9nsd_000059,2,-0.330056
dsgdb9nsd_000059,3,0.260981
dsgdb9nsd_000059,4,-0.455454
dsgdb9nsd_000059,5,0.269233
dsgdb9nsd_000059,6,0.269781
dsgdb9nsd_000059,7,0.214849
dsgdb9nsd_000060,0,-0.478602
dsgdb9nsd_000060,1,0.303736
dsgdb9nsd_000060,2,-0.264348
dsgdb9nsd_000060,3,0.075714
dsgdb9nsd_000060,4,-0.208638
dsgdb9nsd_000060,5,0.158933
dsgdb9nsd_000060,6,0.158933
dsgdb9nsd_000060,7,0.147007
dsgdb9nsd_000060,8,0.107264
dsgdb9nsd_000063,0,-0.375564
dsgdb9nsd_000063,1,-0.118476
dsgdb9nsd_000063,2,-0.375558
dsgdb9nsd_000063,3,0.337405
dsgdb9nsd_000063,4,-0.494329
dsgdb9nsd_000063,5,0.112341
dsgdb9nsd_000063,6,0.125214
dsgdb9nsd_000063,7,0.125408
dsgdb9nsd_000063,8,0.106473
dsgdb9nsd_000063,9,0.125407
dsgdb9nsd_000063,10,0.125215
dsgdb9nsd_000063,11,0.112337
dsgdb9nsd_000063,12,0.194127
dsgdb9nsd_000065,0,-0.370806
dsgdb9nsd_000065,1,-0.095207
dsgdb9nsd_000065,2,-0.490579
dsgdb9nsd_000065,3,0.247725
dsgdb9nsd_000065,4,-0.321979
dsgdb9nsd_000065,5,0.139342
dsgdb9nsd_000065,6,0.138459
dsgdb9nsd_000065,7,0.132818
dsgdb9nsd_000065,8,0.135437
dsgdb9nsd_000065,9,0.240078
dsgdb9nsd_000065,10,0.244712
dsgdb9nsd_000066,0,-0.38681
dsgdb9nsd_000066,1,-0.009018
dsgdb9nsd_000066,2,-0.413331
dsgdb9nsd_000066,3,0.308396
dsgdb9nsd_000066,4,-0.478811
dsgdb9nsd_000066,5,0.127277
dsgdb9nsd_000066,6,0.118674
dsgdb9nsd_000066,7,0.126769
dsgdb9nsd_000066,8,0.121251
dsgdb9nsd_000066,9,0.284148
dsgdb9nsd_000066,10,0.201456
dsgdb9nsd_000067,0,-0.397441
dsgdb9nsd_000067,1,0.011783
dsgdb9nsd_000067,2,-0.402894
dsgdb9nsd_000067,3,0.247225
dsgdb9nsd_000067,4,-0.313726
dsgdb9nsd_000067,5,0.139959
dsgdb9nsd_000067,6,0.142819
dsgdb9nsd_000067,7,0.132079
dsgdb9nsd_000067,8,0.145109
dsgdb9nsd_000067,9,0.295086
dsgdb9nsd_000068,0,-0.398044
dsgdb9nsd_000068,1,-0.040884
dsgdb9nsd_000068,2,-0.398015
dsgdb9nsd_000068,3,0.170985
dsgdb9nsd_000068,4,-0.246859
dsgdb9nsd_000068,5,0.124949
dsgdb9nsd_000068,6,0.12968
dsgdb9nsd_000068,7,0.12112
dsgdb9nsd_000068,8,0.096661
dsgdb9nsd_000068,9,0.121119
dsgdb9nsd_000068,10,0.129715
dsgdb9nsd_000068,11,0.124949
dsgdb9nsd_000068,12,0.064624
dsgdb9nsd_000075,0,-0.320553
dsgdb9nsd_000075,1,-0.3263
dsgdb9nsd_000075,2,0.443149
dsgdb9nsd_000075,3,-0.559814
dsgdb9nsd_000075,4,-0.385844
dsgdb9nsd_000075,5,0.11875
dsgdb9nsd_000075,6,0.120168
dsgdb9nsd_000075,7,0.167942
dsgdb9nsd_000075,8,0.23865
dsgdb9nsd_000075,9,0.244639
dsgdb9nsd_000075,10,0.259213
dsgdb9nsd_000076,0,-0.222028
dsgdb9nsd_000076,1,-0.225889
dsgdb9nsd_000076,2,0.400525
dsgdb9nsd_000076,3,-0.457986
dsgdb9nsd_000076,4,-0.524657
dsgdb9nsd_000076,5,0.135613
dsgdb9nsd_000076,6,0.135603
dsgdb9nsd_000076,7,0.122801
dsgdb9nsd_000076,8,0.145967
dsgdb9nsd_000076,9,0.1255
dsgdb9nsd_000076,10,0.145966
dsgdb9nsd_000076,11,0.218587
dsgdb9nsd_000077,0,-0.234936
dsgdb9nsd_000077,1,-0.224936
dsgdb9nsd_000077,2,0.428926
dsgdb9nsd_000077,3,-0.477154
dsgdb9nsd_000077,4,-0.349857
dsgdb9nsd_000077,5,0.13962
dsgdb9nsd_000077,6,0.139619
dsgdb9nsd_000077,7,0.131072
dsgdb9nsd_000077,8,0.149754
dsgdb9nsd_000077,9,0.148142
dsgdb9nsd_000077,10,0.149749
dsgdb9nsd_000079,0,-0.523009
dsgdb9nsd_000079,1,0.392011
dsgdb9nsd_000079,2,-0.326308
dsgdb9nsd_000079,3,-0.169514
dsgdb9nsd_000079,4,-0.38849
dsgdb9nsd_000079,5,0.262295
dsgdb9nsd_000079,6,0.254603
dsgdb9nsd_000079,7,0.116455
dsgdb9nsd_000079,8,0.089368
dsgdb9nsd_000079,9,0.292589
dsgdb9nsd_000081,0,-0.379054
dsgdb9nsd_000081,1,0.053286
dsgdb9nsd_000081,2,-0.392906
dsgdb9nsd_000081,3,-0.058665
dsgdb9nsd_000081,4,-0.423903
dsgdb9nsd_000081,5,0.13155
dsgdb9nsd_000081,6,0.103727
dsgdb9nsd_000081,7,0.105087
dsgdb9nsd_000081,8,0.081952
dsgdb9nsd_000081,9,0.111301
dsgdb9nsd_000081,10,0.109441
dsgdb9nsd_000081,11,0.114276
dsgdb9nsd_000081,12,0.07946
dsgdb9nsd_000081,13,0.078977
dsgdb9nsd_000081,14,0.285471
dsgdb9nsd_000083,0,-0.387937
dsgdb9nsd_000083,1,-0.149107
dsgdb9nsd_000083,2,0.064454
dsgdb9nsd_000083,3,-0.385907
dsgdb9nsd_000083,4,-0.379515
dsgdb9nsd_000083,5,0.110263
dsgdb9nsd_000083,6,0.111626
dsgdb9nsd_000083,7,0.116928
dsgdb9nsd_000083,8,0.088911
dsgdb9nsd_000083,9,0.089184
dsgdb9nsd_000083,10,0.067691
dsgdb9nsd_000083,11,0.109814
dsgdb9nsd_000083,12,0.106915
dsgdb9nsd_000083,13,0.107372
dsgdb9nsd_000083,14,0.108306
dsgdb9nsd_000083,15,0.10895
dsgdb9nsd_000083,16,0.112052
dsgdb9nsd_000084,0,-0.382306
dsgdb9nsd_000084,1,-0.149687
dsgdb9nsd_000084,2,0.152439
dsgdb9nsd_000084,3,-0.401008
dsgdb9nsd_000084,4,-0.433612
dsgdb9nsd_000084,5,0.106881
dsgdb9nsd_000084,6,0.135694
dsgdb9nsd_000084,7,0.106104
dsgdb9nsd_000084,8,0.089962
dsgdb9nsd_000084,9,0.100441
dsgdb9nsd_000084,10,0.058678
dsgdb9nsd_000084,11,0.10081
dsgdb9nsd_000084,12,0.113348
dsgdb9nsd_000084,13,0.122884
dsgdb9nsd_000084,14,0.279373
dsgdb9nsd_000085,0,-0.233062
dsgdb9nsd_000085,1,-0.241083
dsgdb9nsd_000085,2,0.161805
dsgdb9nsd_000085,3,-0.38485
dsgdb9nsd_000085,4,-0.390428
dsgdb9nsd_000085,5,0.124584
dsgdb9nsd_000085,6,0.099653
dsgdb9nsd_000085,7,0.103633
dsgdb9nsd_000085,8,0.059687
dsgdb9nsd_000085,9,0.122123
dsgdb9nsd_000085,10,0.109934
dsgdb9nsd_000085,11,0.119603
dsgdb9nsd_000085,12,0.11319
dsgdb9nsd_000085,13,0.121239
dsgdb9nsd_000085,14,0.113972
dsgdb9nsd_000087,0,-0.448442
dsgdb9nsd_000087,1,0.437017
dsgdb9nsd_000087,2,-0.448442
dsgdb9nsd_000087,3,-0.221445
dsgdb9nsd_000087,4,-0.272087
dsgdb9nsd_000087,5,0.126095
dsgdb9nsd_000087,6,0.11878
dsgdb9nsd_000087,7,0.124348
dsgdb9nsd_000087,8,0.11878
dsgdb9nsd_000087,9,0.126097
dsgdb9nsd_000087,10,0.124346
dsgdb9nsd_000087,11,0.107476
dsgdb9nsd_000087,12,0.107476
dsgdb9nsd_000088,0,-0.443932
dsgdb9nsd_000088,1,0.431376
dsgdb9nsd_000088,2,-0.462197
dsgdb9nsd_000088,3,-0.315977
dsgdb9nsd_000088,4,-0.28669
dsgdb9nsd_000088,5,0.115571
dsgdb9nsd_000088,6,0.105869
dsgdb9nsd_000088,7,0.125638
dsgdb9nsd_000088,8,0.277677
dsgdb9nsd_000088,9,0.112327
dsgdb9nsd_000088,10,0.107457
dsgdb9nsd_000088,11,0.110257
dsgdb9nsd_000088,12,0.122623
dsgdb9nsd_000089,0,-0.534216
dsgdb9nsd_000089,1,0.443619
dsgdb9nsd_000089,2,-0.346091
dsgdb9nsd_000089,3,-0.077579
dsgdb9nsd_000089,4,-0.247304
dsgdb9nsd_000089,5,0.229374
dsgdb9nsd_000089,6,0.141616
dsgdb9nsd_000089,7,0.141618
dsgdb9nsd_000089,8,0.124481
dsgdb9nsd_000089,9,0.124481
dsgdb9nsd_000092,0,-0.308076
dsgdb9nsd_000092,1,0.452632
dsgdb9nsd_000092,2,-0.400941
dsgdb9nsd_000092,3,-0.072585
dsgdb9nsd_000092,4,-0.231459
dsgdb9nsd_000092,5,0.149267
dsgdb9nsd_000092,6,0.149263
dsgdb9nsd_000092,7,0.13095
dsgdb9nsd_000092,8,0.13095
dsgdb9nsd_000094,0,-0.25511
dsgdb9nsd_000094,1,0.342416
dsgdb9nsd_000094,2,-0.181864
dsgdb9nsd_000094,3,-0.267542
dsgdb9nsd_000094,4,-0.181864
dsgdb9nsd_000094,5,0.135987
dsgdb9nsd_000094,6,0.135995
dsgdb9nsd_000094,7,0.135995
dsgdb9nsd_000094,8,0.135987
dsgdb9nsd_000096,0,-0.395783
dsgdb9nsd_000096,1,0.182768
dsgdb9nsd_000096,2,-0.282996
dsgdb9nsd_000096,3,-0.057242
dsgdb9nsd_000096,4,-0.291094
dsgdb9nsd_000096,5,0.117742
dsgdb9nsd_000096,6,0.114046
dsgdb9nsd_000096,7,0.127229
dsgdb9nsd_000096,8,0.070537
dsgdb9nsd_000096,9,0.107184
dsgdb9nsd_000096,10,0.107549
dsgdb9nsd_000096,11,0.097623
dsgdb9nsd_000096,12,0.102437
dsgdb9nsd_000097,0,-0.407286
dsgdb9nsd_000097,1,-0.002298
dsgdb9nsd_000097,2,-0.072916
dsgdb9nsd_000097,3,-0.271488
dsgdb9nsd_000097,4,-0.072915
dsgdb9nsd_000097,5,0.119979
dsgdb9nsd_000097,6,0.11908
dsgdb9nsd_000097,7,0.11908
dsgdb9nsd_000097,8,0.081489
dsgdb9nsd_000097,9,0.099892
dsgdb9nsd_000097,10,0.093746
dsgdb9nsd_000097,11,0.093746
dsgdb9nsd_000097,12,0.099892
dsgdb9nsd_000098,0,-0.430534
dsgdb9nsd_000098,1,0.182717
dsgdb9nsd_000098,2,-0.248279
dsgdb9nsd_000098,3,-0.209989
dsgdb9nsd_000098,4,-0.248278
dsgdb9nsd_000098,5,0.274661
dsgdb9nsd_000098,6,0.092025
dsgdb9nsd_000098,7,0.099527
dsgdb9nsd_000098,8,0.090805
dsgdb9nsd_000098,9,0.106643
dsgdb9nsd_000098,10,0.100371
dsgdb9nsd_000098,11,0.090805
dsgdb9nsd_000098,12,0.099527
dsgdb9nsd_000099,0,-0.422684
dsgdb9nsd_000099,1,0.079822
dsgdb9nsd_000099,2,-0.093519
dsgdb9nsd_000099,3,-0.271457
dsgdb9nsd_000099,4,-0.075243
dsgdb9nsd_000099,5,0.288253
dsgdb9nsd_000099,6,0.079303
dsgdb9nsd_000099,7,0.098937
dsgdb9nsd_000099,8,0.100778
dsgdb9nsd_000099,9,0.11065
dsgdb9nsd_000099,10,0.10516
dsgdb9nsd_000100,0,-0.402017
dsgdb9nsd_000100,1,0.021774
dsgdb9nsd_000100,2,-0.290689
dsgdb9nsd_000100,3,0.021779
dsgdb9nsd_000100,4,-0.402018
dsgdb9nsd_000100,5,0.114219
dsgdb9nsd_000100,6,0.115359
dsgdb9nsd_000100,7,0.113684
dsgdb9nsd_000100,8,0.078126
dsgdb9nsd_000100,9,0.104702
dsgdb9nsd_000100,10,0.103695
dsgdb9nsd_000100,11,0.078125
dsgdb9nsd_000100,12,0.114218
dsgdb9nsd_000100,13,0.113685
dsgdb9nsd_000100,14,0.115358
dsgdb9nsd_000102,0,-0.411309
dsgdb9nsd_000102,1,0.041129
dsgdb9nsd_000102,2,-0.247414
dsgdb9nsd_000102,3,-0.075732
dsgdb9nsd_000102,4,-0.308746
dsgdb9nsd_000102,5,0.11986
dsgdb9nsd_000102,6,0.12272
dsgdb9nsd_000102,7,0.121569
dsgdb9nsd_000102,8,0.0874
dsgdb9nsd_000102,9,0.110492
dsgdb9nsd_000102,10,0.099957
dsgdb9nsd_000102,11,0.096759
dsgdb9nsd_000102,12,0.120277
dsgdb9nsd_000102,13,0.123037
dsgdb9nsd_000103,0,-0.415912
dsgdb9nsd_000103,1,0.086137
dsgdb9nsd_000103,2,-0.262336
dsgdb9nsd_000103,3,0.086135
dsgdb9nsd_000103,4,-0.415905
dsgdb9nsd_000103,5,0.126783
dsgdb9nsd_000103,6,0.130099
dsgdb9nsd_000103,7,0.120084
dsgdb9nsd_000103,8,0.083977
dsgdb9nsd_000103,9,0.08398
dsgdb9nsd_000103,10,0.126775
dsgdb9nsd_000103,11,0.12008
dsgdb9nsd_000103,12,0.130104
dsgdb9nsd_000104,0,-0.426973
dsgdb9nsd_000104,1,0.052721
dsgdb9nsd_000104,2,-0.355302
dsgdb9nsd_000104,3,0.145914
dsgdb9nsd_000104,4,-0.431852
dsgdb9nsd_000104,5,0.296305
dsgdb9nsd_000104,6,0.094551
dsgdb9nsd_000104,7,0.114519
dsgdb9nsd_000104,8,0.116345
dsgdb9nsd_000104,9,0.10183
dsgdb9nsd_000104,10,0.291943
dsgdb9nsd_000105,0,-0.201519
dsgdb9nsd_000105,1,-0.023804
dsgdb9nsd_000105,2,-0.201645
dsgdb9nsd_000105,3,-0.023804
